sender_id,receiver_id,interact_type,time,weight
环093,文007,群聊发言,2025-10-22 09:50:29.902093,2
人044,,群聊发言,2025-10-21 17:01:29.902093,2
文028,人072,群聊发言,2025-10-22 00:19:29.902093,5
文011,文010,私聊,2025-11-03 21:35:29.902093,3
人053,人054,@提及,2025-11-17 02:45:29.902093,3
人048,人014,私聊,2025-11-06 05:50:29.902093,3
文086,文014,群聊发言,2025-11-06 19:47:29.902093,3
环100,人004,@提及,2025-10-19 21:07:29.902093,1
环039,,私聊,2025-10-21 19:21:29.902093,2
环091,文087,群聊发言,2025-11-07 08:17:29.902093,3
环011,人016,@提及,2025-11-13 14:24:29.902093,1
环022,环065,群聊发言,2025-10-30 10:01:29.902093,4
文027,人044,私聊,2025-11-05 17:08:29.902093,2
文027,人044,私聊,2025-11-05 17:08:29.902093,2
环048,环012,群聊发言,2025-11-08 19:31:29.902093,5
人077,文078,私聊,2025-11-02 03:07:29.902093,4
文086,文095,私聊,2025-11-16 07:15:29.902093,2
文086,文095,私聊,2025-11-16 07:15:29.902093,2
人046,人045,文件分享,2025-11-07 13:14:29.902093,4
环057,环064,群聊发言,2025-10-30 17:10:29.902093,1
人072,,私聊,2025-11-08 22:08:29.902093,5
文069,人053,群聊发言,2025-11-01 20:34:29.902093,5
人083,环095,@提及,2025-11-17 11:17:29.902093,3
环035,环020,群聊发言,2025-11-06 21:23:29.902093,3
人081,环006,群聊发言,2025-11-12 17:36:29.902093,5
人081,环006,群聊发言,2025-11-12 17:36:29.902093,5
环097,人095,私聊,2025-10-27 11:52:29.902093,3
人065,人004,群聊发言,2025-10-22 18:06:29.902093,5
环040,人087,群聊发言,2025-11-13 09:13:29.902093,2
环040,人087,群聊发言,2025-11-13 09:13:29.902093,2
环034,环013,群聊发言,2025-11-07 14:14:29.902093,5
环068,文065,群聊发言,2025-11-03 03:12:29.902093,1
环068,文065,群聊发言,2025-11-03 03:12:29.902093,1
文068,文018,群聊发言,2025-10-28 19:02:29.902093,5
文068,文018,群聊发言,2025-10-28 19:02:29.902093,5
环067,文037,文件分享,2025-11-02 11:18:29.902093,1
环085,人098,文件分享,2025-11-15 13:16:29.902093,5
环025,文087,群聊发言,2025-10-22 17:14:29.902093,3
文067,环065,@提及,2025-10-29 06:11:29.902093,1
文043,环095,@提及,2025-10-22 04:11:29.902093,3
文019,文068,私聊,2025-10-28 17:55:29.902093,2
人010,,群聊发言,2025-10-23 15:41:29.902093,2
文036,人081,私聊,2025-11-02 10:23:29.902093,3
环099,文074,群聊发言,2025-11-02 10:15:29.902093,1
人018,文021,群聊发言,2025-11-09 01:05:29.902093,5
人100,环079,@提及,2025-11-09 12:54:29.902093,4
人100,,@提及,2025-11-09 12:54:29.902093,4
文004,文018,文件分享,2025-10-29 09:54:29.902093,4
环051,环049,群聊发言,2025-10-24 06:35:29.902093,5
环051,环049,群聊发言,2025-10-24 06:35:29.902093,5
人012,文052,群聊发言,2025-10-19 06:18:29.902093,2
人083,文006,@提及,2025-11-03 15:06:29.902093,3
环082,文039,@提及,2025-10-21 04:14:29.902093,4
人013,文016,@提及,2025-11-01 12:46:29.902093,1
人072,文004,@提及,2025-10-30 16:06:29.902093,4
环047,文088,群聊发言,2025-10-25 23:29:29.902093,4
环018,环082,文件分享,2025-10-24 13:15:29.902093,5
文050,文054,@提及,2025-11-16 23:54:29.902093,4
文083,文066,@提及,2025-11-07 02:56:29.902093,2
人071,环005,@提及,2025-11-08 14:30:29.902093,5
人012,环059,私聊,2025-11-03 18:35:29.902093,2
文037,文019,群聊发言,2025-10-23 14:12:29.902093,4
环062,文098,文件分享,2025-11-10 19:41:29.902093,3
人041,环009,私聊,2025-11-17 04:00:29.902093,3
环063,文022,文件分享,2025-11-17 18:51:29.902093,3
人015,文063,文件分享,2025-10-26 20:31:29.902093,1
人041,,@提及,2025-11-13 20:50:29.902093,3
人042,文083,@提及,2025-10-20 07:29:29.902093,5
人042,文083,@提及,2025-10-20 07:29:29.902093,5
环083,,@提及,2025-10-22 10:53:29.902093,1
环099,环062,群聊发言,2025-11-16 17:00:29.902093,2
人077,环064,@提及,2025-11-12 08:36:29.902093,5
人046,文012,@提及,2025-11-16 08:55:29.902093,5
人046,文012,@提及,2025-11-16 08:55:29.902093,5
人085,文008,私聊,2025-10-21 18:11:29.902093,4
环090,人024,群聊发言,2025-10-23 20:43:29.902093,1
人069,人084,@提及,2025-11-05 17:56:29.902093,1
文053,人068,私聊,2025-10-29 08:28:29.902093,4
文024,环056,私聊,2025-11-10 01:11:29.902093,4
环001,环091,群聊发言,2025-11-16 14:45:29.902093,5
人007,人079,群聊发言,2025-11-16 10:37:29.902093,3
人028,环093,群聊发言,2025-10-28 04:51:29.902093,3
环024,文046,文件分享,2025-11-03 14:31:29.902093,2
环044,环056,群聊发言,2025-10-30 23:42:29.902093,3
人092,人013,群聊发言,2025-10-20 22:49:29.902093,3
人082,文048,私聊,2025-10-31 17:32:29.902093,3
文100,人099,群聊发言,2025-11-01 04:50:29.902093,1
人023,文011,@提及,2025-10-21 20:02:29.902093,5
环090,环085,@提及,2025-11-04 06:29:29.902093,2
文065,人074,群聊发言,2025-11-15 01:47:29.902093,1
环038,人099,私聊,2025-10-26 09:37:29.902093,2
人099,文011,群聊发言,2025-10-21 19:18:29.902093,3
环040,文056,群聊发言,2025-11-11 14:45:29.902093,1
人020,人098,群聊发言,2025-11-15 06:30:29.902093,5
人020,人098,群聊发言,2025-11-15 06:30:29.902093,5
环074,人007,群聊发言,2025-11-13 23:37:29.902093,1
人085,,@提及,2025-10-27 10:46:29.902093,2
文059,文017,群聊发言,2025-10-31 07:06:29.902093,4
文059,文017,群聊发言,2025-10-31 07:06:29.902093,4
文048,文068,@提及,2025-11-13 20:02:29.902093,1
人001,人019,@提及,2025-11-16 17:04:29.902093,5
环041,环085,群聊发言,2025-11-08 19:22:29.902093,3
人070,文095,@提及,2025-10-20 20:36:29.902093,2
人047,文098,群聊发言,2025-11-15 22:01:29.902093,4
环096,环097,群聊发言,2025-11-09 11:07:29.902093,1
文092,环083,@提及,2025-11-05 13:02:29.902093,2
环008,文076,群聊发言,2025-10-24 09:12:29.902093,2
环074,,群聊发言,2025-11-10 20:59:29.902093,3
文066,人020,文件分享,2025-11-04 05:07:29.902093,2
文087,人023,群聊发言,2025-10-23 11:52:29.902093,1
文006,文046,@提及,2025-11-09 18:55:29.902093,5
人076,人009,群聊发言,2025-10-19 11:11:29.902093,4
文038,人096,@提及,2025-11-13 14:49:29.902093,1
人053,人037,私聊,2025-10-31 20:23:29.902093,3
人053,人037,私聊,2025-10-31 20:23:29.902093,3
人067,人027,文件分享,2025-11-08 09:07:29.902093,1
环052,环049,群聊发言,2025-10-24 13:03:29.902093,1
人089,环076,私聊,2025-11-12 02:33:29.902093,4
文008,环070,群聊发言,2025-10-29 05:14:29.902093,1
人034,文053,群聊发言,2025-10-26 21:56:29.902093,4
环062,文091,@提及,2025-10-21 20:31:29.902093,2
环043,人033,私聊,2025-11-02 09:57:29.902093,1
人008,文020,文件分享,2025-10-26 06:12:29.902093,1
环052,人083,私聊,2025-11-12 01:03:29.902093,2
文010,,@提及,2025-10-24 07:35:29.902093,3
环072,人036,群聊发言,2025-10-28 22:28:29.902093,1
人072,文059,@提及,2025-11-07 18:56:29.902093,1
人028,,私聊,2025-11-07 10:27:29.902093,3
文061,环018,群聊发言,2025-10-21 01:41:29.902093,1
环057,文080,@提及,2025-10-21 20:23:29.902093,1
文014,环070,群聊发言,2025-10-24 20:12:29.902093,5
文014,环070,群聊发言,2025-10-24 20:12:29.902093,5
人033,文025,私聊,2025-11-09 08:42:29.902093,3
人100,人082,私聊,2025-10-27 12:56:29.902093,3
文008,环068,文件分享,2025-11-12 03:42:29.902093,2
文064,文098,@提及,2025-11-03 16:15:29.902093,2
文064,文098,@提及,2025-11-03 16:15:29.902093,2
环056,文083,文件分享,2025-11-12 01:52:29.902093,4
人043,人018,私聊,2025-10-18 23:34:29.902093,5
人021,,@提及,2025-10-20 00:13:29.902093,3
人047,人085,群聊发言,2025-10-28 01:55:29.902093,3
文059,文041,群聊发言,2025-10-19 03:27:29.902093,4
文068,,文件分享,2025-11-12 16:17:29.902093,4
人009,人075,@提及,2025-10-31 00:13:29.902093,4
人009,人075,@提及,2025-10-31 00:13:29.902093,4
人070,文024,@提及,2025-10-23 05:27:29.902093,4
人009,环073,群聊发言,2025-11-08 04:21:29.902093,5
人028,文056,私聊,2025-10-24 01:41:29.902093,5
环084,文027,@提及,2025-10-19 04:53:29.902093,3
文009,人069,私聊,2025-11-04 16:52:29.902093,4
人096,环065,私聊,2025-10-25 00:59:29.902093,5
环039,文085,文件分享,2025-11-03 14:03:29.902093,3
人003,人038,群聊发言,2025-11-01 14:03:29.902093,3
人003,人038,群聊发言,2025-11-01 14:03:29.902093,3
文010,人021,@提及,2025-11-10 11:08:29.902093,1
环003,文098,@提及,2025-10-31 16:45:29.902093,3
环091,人100,群聊发言,2025-11-10 13:59:29.902093,2
文075,环086,群聊发言,2025-10-25 20:48:29.902093,5
人016,人084,@提及,2025-11-04 22:40:29.902093,2
环056,人033,@提及,2025-10-23 07:54:29.902093,4
环053,文052,群聊发言,2025-11-07 23:18:29.902093,1
环056,人022,私聊,2025-10-28 06:33:29.902093,5
文091,人061,@提及,2025-11-03 01:03:29.902093,4
环065,文015,@提及,2025-11-02 13:57:29.902093,3
环001,文047,群聊发言,2025-11-01 01:07:29.902093,5
文072,文047,文件分享,2025-11-14 14:13:29.902093,3
文042,环020,文件分享,2025-11-05 16:06:29.902093,3
环006,人074,群聊发言,2025-11-03 04:03:29.902093,1
文059,人027,@提及,2025-10-26 04:37:29.902093,2
文059,人027,@提及,2025-10-26 04:37:29.902093,2
人034,人050,群聊发言,2025-10-25 12:48:29.902093,5
人053,环064,群聊发言,2025-11-17 10:26:29.902093,5
人053,环064,群聊发言,2025-11-17 10:26:29.902093,5
文091,文072,群聊发言,2025-11-14 02:28:29.902093,4
人094,人061,@提及,2025-10-26 17:11:29.902093,2
环050,文010,群聊发言,2025-10-18 20:40:29.902093,4
人017,环089,@提及,2025-10-20 18:45:29.902093,5
环029,环071,@提及,2025-11-10 20:41:29.902093,5
文092,文025,@提及,2025-10-29 13:30:29.902093,3
文024,环028,私聊,2025-10-24 09:26:29.902093,5
人028,人022,@提及,2025-10-29 04:54:29.902093,1
人036,文004,@提及,2025-11-10 15:34:29.902093,5
文062,人019,私聊,2025-11-06 22:10:29.902093,2
环069,文014,群聊发言,2025-11-12 05:37:29.902093,2
文013,文012,群聊发言,2025-10-21 10:45:29.902093,2
人064,环090,群聊发言,2025-11-14 13:56:29.902093,3
文004,环023,私聊,2025-10-25 20:32:29.902093,4
人018,环066,群聊发言,2025-11-06 00:42:29.902093,2
人007,文093,群聊发言,2025-10-23 13:24:29.902093,3
环087,环065,私聊,2025-11-08 07:29:29.902093,5
环087,环065,私聊,2025-11-08 07:29:29.902093,5
文091,文046,私聊,2025-11-07 11:47:29.902093,1
文072,人031,群聊发言,2025-11-11 11:20:29.902093,3
人083,人025,群聊发言,2025-11-07 10:25:29.902093,5
人083,人025,群聊发言,2025-11-07 10:25:29.902093,5
人078,人010,文件分享,2025-11-15 13:43:29.902093,5
人093,,群聊发言,2025-10-29 02:43:29.902093,2
文082,人087,群聊发言,2025-11-16 10:32:29.902093,4
文070,环042,群聊发言,2025-10-29 16:02:29.902093,2
环047,人036,@提及,2025-11-03 13:57:29.902093,1
文040,文093,私聊,2025-11-16 03:27:29.902093,2
文063,环042,私聊,2025-10-20 11:58:29.902093,2
文037,文039,文件分享,2025-10-21 16:57:29.902093,4
人090,人024,群聊发言,2025-10-21 13:59:29.902093,1
人049,人053,文件分享,2025-10-26 10:29:29.902093,3
环079,环026,私聊,2025-11-06 08:09:29.902093,1
环058,人062,群聊发言,2025-10-29 13:12:29.902093,1
文060,人071,群聊发言,2025-10-21 01:23:29.902093,5
文022,人082,文件分享,2025-10-18 23:21:29.902093,3
环093,人029,群聊发言,2025-11-11 13:26:29.902093,5
环078,环077,私聊,2025-10-21 10:29:29.902093,2
人062,环085,私聊,2025-10-31 05:43:29.902093,5
人041,文064,私聊,2025-11-09 08:54:29.902093,5
环033,文069,群聊发言,2025-10-22 06:06:29.902093,2
人036,文098,文件分享,2025-11-16 15:27:29.902093,3
环058,人095,群聊发言,2025-10-29 06:00:29.902093,3
文088,文045,群聊发言,2025-10-23 03:30:29.902093,3
环045,,文件分享,2025-11-13 00:00:29.902093,2
人057,环071,群聊发言,2025-10-30 20:05:29.902093,4
环059,环018,私聊,2025-11-05 10:24:29.902093,1
文098,环032,@提及,2025-10-26 13:22:29.902093,1
环072,人048,私聊,2025-11-15 15:28:29.902093,3
文025,文041,群聊发言,2025-10-26 16:51:29.902093,3
文048,人017,群聊发言,2025-11-15 18:06:29.902093,4
文047,环014,@提及,2025-10-31 04:54:29.902093,1
环006,环061,群聊发言,2025-11-17 12:49:29.902093,4
环056,文015,文件分享,2025-11-12 15:14:29.902093,4
人060,人036,群聊发言,2025-10-31 23:24:29.902093,1
人060,人036,群聊发言,2025-10-31 23:24:29.902093,1
环091,人075,@提及,2025-10-20 15:06:29.902093,3
环100,文083,@提及,2025-11-16 18:23:29.902093,2
环018,环001,私聊,2025-10-27 04:42:29.902093,4
环018,,私聊,2025-10-27 04:42:29.902093,4
文073,文070,@提及,2025-11-13 13:26:29.902093,1
文073,,@提及,2025-11-13 13:26:29.902093,1
文009,文059,@提及,2025-10-19 05:22:29.902093,1
环035,文025,群聊发言,2025-10-29 08:37:29.902093,5
环069,文055,私聊,2025-11-07 11:57:29.902093,3
文041,环066,@提及,2025-11-07 21:26:29.902093,3
环082,人015,@提及,2025-11-13 00:45:29.902093,3
文009,文071,群聊发言,2025-10-30 15:11:29.902093,1
人064,人025,文件分享,2025-11-10 06:46:29.902093,2
环024,环067,群聊发言,2025-11-13 04:47:29.902093,1
人029,人038,文件分享,2025-10-27 14:30:29.902093,1
人028,文080,@提及,2025-11-11 19:51:29.902093,2
环051,环034,私聊,2025-10-23 11:21:29.902093,2
人030,文093,群聊发言,2025-11-15 09:13:29.902093,3
人030,文093,群聊发言,2025-11-15 09:13:29.902093,3
环007,人050,@提及,2025-11-10 00:47:29.902093,4
环054,人054,文件分享,2025-11-05 10:38:29.902093,1
文023,人004,@提及,2025-10-22 10:48:29.902093,5
文055,环013,群聊发言,2025-10-25 21:54:29.902093,5
人068,文057,@提及,2025-11-01 18:15:29.902093,2
人004,文005,群聊发言,2025-11-10 10:05:29.902093,1
人072,文041,群聊发言,2025-11-16 00:42:29.902093,4
文057,文033,群聊发言,2025-11-04 17:54:29.902093,2
文092,人027,私聊,2025-10-20 02:17:29.902093,1
环011,环026,@提及,2025-11-01 10:41:29.902093,1
人002,人095,私聊,2025-11-17 11:22:29.902093,4
人057,环033,群聊发言,2025-11-09 14:30:29.902093,2
环038,人077,私聊,2025-11-16 06:19:29.902093,1
环012,人066,群聊发言,2025-10-30 06:10:29.902093,1
人038,文026,群聊发言,2025-11-06 05:02:29.902093,5
文032,文007,文件分享,2025-10-21 23:05:29.902093,3
环014,,私聊,2025-11-09 08:40:29.902093,1
环068,人050,群聊发言,2025-10-24 05:35:29.902093,3
环068,人050,群聊发言,2025-10-24 05:35:29.902093,3
文057,人058,私聊,2025-11-13 17:48:29.902093,1
人099,文013,@提及,2025-11-14 00:26:29.902093,1
环024,,群聊发言,2025-10-31 07:50:29.902093,4
环028,,私聊,2025-10-26 00:38:29.902093,4
环007,文029,群聊发言,2025-10-26 05:02:29.902093,5
文053,文036,群聊发言,2025-10-26 15:51:29.902093,4
文053,文036,群聊发言,2025-10-26 15:51:29.902093,4
人037,文001,私聊,2025-10-19 23:27:29.902093,2
文066,文002,私聊,2025-10-20 14:27:29.902093,3
人055,人066,私聊,2025-11-07 02:49:29.902093,3
人074,文067,@提及,2025-11-08 15:34:29.902093,5
人098,,群聊发言,2025-11-07 17:46:29.902093,3
文011,文022,@提及,2025-11-03 23:08:29.902093,4
文042,人053,群聊发言,2025-10-28 12:26:29.902093,1
人002,人086,私聊,2025-10-22 16:58:29.902093,4
人092,人053,私聊,2025-11-15 13:09:29.902093,4
文070,环070,文件分享,2025-10-30 10:49:29.902093,3
人023,文072,私聊,2025-10-26 03:23:29.902093,4
人023,文072,私聊,2025-10-26 03:23:29.902093,4
环051,文019,私聊,2025-10-19 15:27:29.902093,3
环032,人078,私聊,2025-11-04 15:00:29.902093,1
文003,环006,文件分享,2025-10-30 02:41:29.902093,5
文019,环009,群聊发言,2025-11-09 07:30:29.902093,4
文094,人021,@提及,2025-10-28 03:34:29.902093,1
人002,环087,群聊发言,2025-10-28 01:51:29.902093,1
环091,文090,群聊发言,2025-11-04 00:49:29.902093,2
文068,,@提及,2025-10-21 11:05:29.902093,3
文048,环022,私聊,2025-11-15 00:29:29.902093,5
环081,文008,@提及,2025-11-06 08:59:29.902093,2
环081,文008,@提及,2025-11-06 08:59:29.902093,2
文059,文046,@提及,2025-10-22 10:55:29.902093,4
环018,文075,群聊发言,2025-10-22 10:44:29.902093,1
文026,人028,文件分享,2025-11-03 19:30:29.902093,1
文045,人040,群聊发言,2025-10-30 00:13:29.902093,1
人051,文009,@提及,2025-10-26 08:20:29.902093,4
人051,文009,@提及,2025-10-26 08:20:29.902093,4
人049,人026,@提及,2025-11-14 00:25:29.902093,4
人049,人026,@提及,2025-11-14 00:25:29.902093,4
文097,人024,群聊发言,2025-11-07 01:59:29.902093,1
文097,人024,群聊发言,2025-11-07 01:59:29.902093,1
人077,人056,@提及,2025-11-16 21:19:29.902093,4
人036,环014,私聊,2025-10-29 09:19:29.902093,3
文068,文017,群聊发言,2025-10-27 11:55:29.902093,3
文021,文009,群聊发言,2025-10-19 05:22:29.902093,2
文041,环060,群聊发言,2025-11-06 07:47:29.902093,2
文027,文063,私聊,2025-10-31 17:20:29.902093,1
人099,环086,文件分享,2025-11-07 10:41:29.902093,1
环092,环036,群聊发言,2025-11-15 16:55:29.902093,1
人041,人055,私聊,2025-11-04 23:04:29.902093,3
环089,环044,@提及,2025-11-14 01:57:29.902093,2
环087,人026,私聊,2025-10-28 23:33:29.902093,3
人078,人049,@提及,2025-11-04 02:01:29.902093,2
文011,文090,群聊发言,2025-10-29 02:43:29.902093,3
文062,文039,私聊,2025-11-01 22:04:29.902093,1
文062,文039,私聊,2025-11-01 22:04:29.902093,1
人074,环077,群聊发言,2025-10-31 19:05:29.902093,4
人081,环035,群聊发言,2025-11-10 23:56:29.902093,5
文095,文082,群聊发言,2025-10-25 05:28:29.902093,4
环025,文090,群聊发言,2025-10-20 01:06:29.902093,5
文044,人055,@提及,2025-11-03 17:30:29.902093,3
文045,人011,群聊发言,2025-10-24 15:23:29.902093,5
环063,环079,群聊发言,2025-11-08 10:45:29.902093,3
文060,文005,@提及,2025-10-23 14:20:29.902093,1
环087,人050,私聊,2025-11-10 20:29:29.902093,3
人071,文086,群聊发言,2025-10-22 21:29:29.902093,1
人032,环082,群聊发言,2025-11-08 17:00:29.902093,4
文051,人007,@提及,2025-10-25 00:23:29.902093,3
环044,人057,群聊发言,2025-10-23 04:47:29.902093,1
人037,文066,私聊,2025-11-05 13:10:29.902093,2
环074,环013,私聊,2025-11-10 06:55:29.902093,1
环091,文069,群聊发言,2025-10-20 10:18:29.902093,2
人041,人002,@提及,2025-11-06 06:38:29.902093,1
环072,环065,群聊发言,2025-10-23 14:13:29.902093,4
环002,环053,群聊发言,2025-11-11 12:57:29.902093,4
环002,环053,群聊发言,2025-11-11 12:57:29.902093,4
文072,,私聊,2025-10-22 13:35:29.902093,2
文094,,@提及,2025-10-26 09:31:29.902093,4
人036,人006,群聊发言,2025-11-09 02:22:29.902093,5
文094,人001,私聊,2025-10-23 16:46:29.902093,4
文040,人061,私聊,2025-11-14 02:31:29.902093,3
文042,文017,@提及,2025-11-11 11:15:29.902093,4
人072,文003,群聊发言,2025-10-25 19:58:29.902093,2
文006,人082,@提及,2025-11-13 09:21:29.902093,1
环094,文053,群聊发言,2025-10-23 09:50:29.902093,4
环077,人065,文件分享,2025-11-16 23:30:29.902093,3
人040,人018,群聊发言,2025-11-08 10:29:29.902093,3
人083,文085,群聊发言,2025-11-16 03:11:29.902093,1
人066,文040,文件分享,2025-10-22 23:01:29.902093,5
文019,环076,群聊发言,2025-11-13 22:55:29.902093,4
文007,人019,@提及,2025-11-07 16:44:29.902093,2
人036,环081,文件分享,2025-11-06 02:40:29.902093,3
环026,人004,群聊发言,2025-10-27 15:37:29.902093,4
环056,文089,群聊发言,2025-11-13 07:43:29.902093,5
环045,人098,文件分享,2025-10-31 11:20:29.902093,4
环045,人098,文件分享,2025-10-31 11:20:29.902093,4
环004,文019,群聊发言,2025-11-17 05:24:29.902093,5
文043,文031,@提及,2025-11-06 20:52:29.902093,4
文043,文031,@提及,2025-11-06 20:52:29.902093,4
环023,人054,@提及,2025-10-21 05:35:29.902093,1
文019,,群聊发言,2025-10-19 19:32:29.902093,1
人001,人033,群聊发言,2025-11-03 13:23:29.902093,2
环028,环031,群聊发言,2025-10-23 13:02:29.902093,2
文001,环018,@提及,2025-11-02 14:50:29.902093,1
人052,文070,群聊发言,2025-10-28 15:42:29.902093,1
环090,文097,群聊发言,2025-10-23 16:01:29.902093,1
环011,,私聊,2025-10-27 22:52:29.902093,3
文020,文015,@提及,2025-11-14 11:31:29.902093,1
环076,人062,@提及,2025-10-19 21:56:29.902093,4
文052,文094,@提及,2025-10-23 07:32:29.902093,1
环027,人004,群聊发言,2025-11-12 23:56:29.902093,4
人022,文067,私聊,2025-11-13 16:53:29.902093,5
文062,人060,文件分享,2025-11-11 00:48:29.902093,4
文035,环095,@提及,2025-11-10 17:16:29.902093,1
人066,文042,私聊,2025-11-14 07:09:29.902093,1
人066,文042,私聊,2025-11-14 07:09:29.902093,1
文008,人025,文件分享,2025-10-21 12:45:29.902093,3
人080,环038,@提及,2025-11-01 20:46:29.902093,5
文096,环048,@提及,2025-11-03 13:47:29.902093,5
人061,环076,文件分享,2025-11-04 01:30:29.902093,3
人052,文014,@提及,2025-10-23 05:31:29.902093,2
人052,环037,私聊,2025-10-27 13:11:29.902093,2
文048,文099,群聊发言,2025-11-07 19:07:29.902093,5
环089,环054,群聊发言,2025-11-02 22:00:29.902093,5
文024,,@提及,2025-11-10 10:23:29.902093,2
人062,人034,私聊,2025-11-11 00:57:29.902093,4
文046,文093,群聊发言,2025-10-24 02:54:29.902093,1
文005,人034,@提及,2025-11-14 03:46:29.902093,3
环024,,@提及,2025-11-09 09:20:29.902093,4
文003,环008,@提及,2025-10-24 02:02:29.902093,1
人018,环016,群聊发言,2025-11-06 09:36:29.902093,5
人022,文048,文件分享,2025-10-25 12:17:29.902093,4
人083,人002,@提及,2025-11-09 20:49:29.902093,4
文059,环024,文件分享,2025-11-09 10:26:29.902093,1
人083,文015,私聊,2025-11-06 09:10:29.902093,5
人057,人098,群聊发言,2025-11-04 21:06:29.902093,5
人011,环069,@提及,2025-11-16 23:28:29.902093,4
文099,文096,群聊发言,2025-10-23 18:26:29.902093,1
人078,人038,@提及,2025-11-11 21:23:29.902093,5
环015,环086,@提及,2025-10-20 12:30:29.902093,5
人069,环095,私聊,2025-11-06 15:51:29.902093,3
人067,环004,群聊发言,2025-10-26 06:28:29.902093,4
环051,人099,@提及,2025-10-19 06:27:29.902093,1
文007,环037,群聊发言,2025-10-22 01:04:29.902093,4
文100,环025,私聊,2025-11-02 10:12:29.902093,5
环069,环098,@提及,2025-10-30 23:59:29.902093,1
环040,人098,群聊发言,2025-10-20 04:56:29.902093,4
人031,文075,群聊发言,2025-11-10 06:35:29.902093,5
人031,,群聊发言,2025-11-10 06:35:29.902093,5
人008,人013,文件分享,2025-10-31 21:35:29.902093,2
环032,人016,私聊,2025-11-08 01:24:29.902093,1
人093,文082,文件分享,2025-10-29 07:50:29.902093,5
文068,人037,私聊,2025-11-06 05:41:29.902093,1
环016,人022,群聊发言,2025-10-22 00:24:29.902093,4
人033,环078,群聊发言,2025-11-03 18:00:29.902093,3
人033,环078,群聊发言,2025-11-03 18:00:29.902093,3
文011,,私聊,2025-11-11 19:11:29.902093,5
人078,环064,群聊发言,2025-11-12 14:57:29.902093,3
环036,文051,群聊发言,2025-11-01 07:10:29.902093,5
文009,人044,群聊发言,2025-11-05 16:06:29.902093,1
环038,文094,群聊发言,2025-11-08 17:37:29.902093,5
环061,文055,群聊发言,2025-10-27 12:14:29.902093,4
人021,环089,文件分享,2025-10-31 04:07:29.902093,3
文068,人099,群聊发言,2025-11-01 03:34:29.902093,5
文068,,群聊发言,2025-11-01 03:34:29.902093,5
文040,人024,群聊发言,2025-10-26 02:07:29.902093,5
文003,环034,@提及,2025-10-23 17:13:29.902093,3
文007,文044,@提及,2025-10-20 07:51:29.902093,1
环032,文017,@提及,2025-10-19 13:33:29.902093,2
文069,人001,@提及,2025-10-22 23:06:29.902093,4
人048,人084,@提及,2025-11-06 03:08:29.902093,5
文072,文025,群聊发言,2025-10-22 13:41:29.902093,1
环032,文006,@提及,2025-10-30 06:49:29.902093,4
环007,环094,群聊发言,2025-11-08 02:13:29.902093,5
环090,人083,群聊发言,2025-11-05 12:12:29.902093,4
环008,文043,@提及,2025-11-05 17:21:29.902093,5
环010,文091,群聊发言,2025-11-11 14:33:29.902093,2
人093,人038,@提及,2025-10-21 21:54:29.902093,1
环015,人045,@提及,2025-10-26 13:43:29.902093,1
人035,,私聊,2025-11-10 19:08:29.902093,2
文008,环098,群聊发言,2025-11-11 01:14:29.902093,5
环095,人001,文件分享,2025-11-17 19:39:29.902093,3
环021,人026,私聊,2025-11-10 10:28:29.902093,3
文008,环048,@提及,2025-10-31 11:07:29.902093,5
文092,人003,@提及,2025-11-06 18:07:29.902093,5
人038,文033,群聊发言,2025-10-25 01:39:29.902093,4
人076,人034,群聊发言,2025-11-11 16:45:29.902093,1
人069,人094,群聊发言,2025-11-06 15:23:29.902093,5
环026,环042,@提及,2025-11-09 19:17:29.902093,3
环089,环064,群聊发言,2025-11-03 07:12:29.902093,3
环046,,私聊,2025-11-06 14:16:29.902093,3
环037,人010,文件分享,2025-10-22 20:13:29.902093,5
文059,文044,@提及,2025-11-15 19:10:29.902093,4
文096,人001,@提及,2025-11-16 17:13:29.902093,2
环086,环022,@提及,2025-10-27 03:41:29.902093,1
环012,环004,群聊发言,2025-10-24 15:52:29.902093,4
文024,人065,@提及,2025-11-03 05:11:29.902093,2
人097,,@提及,2025-10-30 09:17:29.902093,2
人086,人030,@提及,2025-11-15 22:13:29.902093,4
文011,人080,私聊,2025-11-08 22:52:29.902093,3
文078,人072,@提及,2025-10-23 15:35:29.902093,3
文032,环016,群聊发言,2025-11-11 03:52:29.902093,4
人098,人005,私聊,2025-11-09 01:13:29.902093,4
文020,文053,@提及,2025-10-23 15:58:29.902093,1
人047,人087,@提及,2025-11-12 22:25:29.902093,2
人093,人098,@提及,2025-11-12 03:29:29.902093,4
文010,文084,群聊发言,2025-11-15 18:17:29.902093,5
文040,人060,@提及,2025-11-05 12:47:29.902093,4
文091,文004,@提及,2025-11-10 03:53:29.902093,2
文078,文006,@提及,2025-11-02 20:23:29.902093,1
文026,文066,文件分享,2025-11-01 06:11:29.902093,1
文055,人100,私聊,2025-10-28 10:34:29.902093,5
文055,人100,私聊,2025-10-28 10:34:29.902093,5
环099,环034,群聊发言,2025-11-03 17:21:29.902093,2
人008,文038,@提及,2025-11-04 01:29:29.902093,4
环018,环075,@提及,2025-11-08 13:34:29.902093,1
人043,文091,群聊发言,2025-11-08 15:15:29.902093,3
环061,环060,文件分享,2025-11-05 02:13:29.902093,1
文027,人016,文件分享,2025-10-30 14:57:29.902093,1
文055,文019,私聊,2025-10-19 02:09:29.902093,1
